index Pedidos|Parlamentar|Período|Pedido
1|Professor Lupércio|Dezembro de 2016|PEDIDO Nº: 534698-PL/2016 - R$ 5.407,50
1|Raquel Lyra|Janeiro de 2015|PEDIDO Nº: 992129-RL/2015 - R$ 8.236,97
2|Raquel Lyra|Janeiro de 2015|COMPLEMENTO Nº: 535692-RL/2015 - R$ 700,00
3|Raquel Lyra|Janeiro de 2015|COMPLEMENTO Nº: 729646-RL/2015 - R$ 300,00
4|Raquel Lyra|Janeiro de 2015|COMPLEMENTO Nº: 764838-RL/2015 - R$ 998,79
5|Raquel Lyra|Janeiro de 2015|COMPLEMENTO Nº: 567138-RL/2015 - R$ 100,00
1|Raquel Lyra|Fevereiro de 2015|PEDIDO Nº: 415266-RL/2015 - R$ 4.576,57
2|Raquel Lyra|Fevereiro de 2015|COMPLEMENTO Nº: 566314-RL/2015 - R$ 276,24
3|Raquel Lyra|Fevereiro de 2015|COMPLEMENTO Nº: 596914-RL/2015 - R$ 135,74
4|Raquel Lyra|Fevereiro de 2015|COMPLEMENTO Nº: 179877-RL/2015 - R$ 4.300,00
5|Raquel Lyra|Fevereiro de 2015|COMPLEMENTO Nº: 726949-RL/2015 - R$ 806,26
1|Raquel Lyra|Março de 2015|PEDIDO Nº: 523797-RL/2015 - R$ 8.453,03
2|Raquel Lyra|Março de 2015|COMPLEMENTO Nº: 728853-RL/2015 - R$ 792,43
3|Raquel Lyra|Março de 2015|COMPLEMENTO Nº: 003375-RL/2015 - R$ 273,15
4|Raquel Lyra|Março de 2015|COMPLEMENTO Nº: 161244-RL/2015 - R$ 1.982,20
1|Raquel Lyra|Abril de 2015|PEDIDO Nº: 344257-RL/2015 - R$ 8.577,78
2|Raquel Lyra|Abril de 2015|COMPLEMENTO Nº: 726307-RL/2015 - R$ 1.090,50
1|Raquel Lyra|Maio de 2015|PEDIDO Nº: 677198-RL/2015 - R$ 14.946,23
2|Raquel Lyra|Maio de 2015|COMPLEMENTO Nº: 565131-RL/2015 - R$ 500,00
1|Raquel Lyra|Junho de 2015|PEDIDO Nº: 601010-RL/2015 - R$ 10.661,27
1|Raquel Lyra|Julho de 2015|PEDIDO Nº: 631215-RL/2015 - R$ 10.083,66
1|Raquel Lyra|Agosto de 2015|PEDIDO Nº: 614612-RL/2015 - R$ 9.898,71
1|Raquel Lyra|Setembro de 2015|PEDIDO Nº: 716503-RL/2015 - R$ 9.804,88
2|Raquel Lyra|Setembro de 2015|COMPLEMENTO Nº: 165960-RL/2015 - R$ 1.200,00
1|Raquel Lyra|Outubro de 2015|PEDIDO Nº: 563154-RL/2015 - R$ 9.720,82
1|Raquel Lyra|Novembro de 2015|PEDIDO Nº: 996545-RL/2015 - R$ 9.817,60
1|Raquel Lyra|Dezembro de 2015|PEDIDO Nº: 000279-RL/2015 - R$ 212,67
2|Raquel Lyra|Dezembro de 2015|COMPLEMENTO Nº: 389524-RL/2016 - R$ 15.237,33
1|Raquel Lyra|Janeiro de 2016|PEDIDO Nº: 887186-RL/2016 - R$ 15.067,48
1|Raquel Lyra|Fevereiro de 2016|PEDIDO Nº: 329132-RL/2016 - R$ 14.093,65
2|Raquel Lyra|Fevereiro de 2016|COMPLEMENTO Nº: 352529-RL/2016 - R$ 151,80
1|Raquel Lyra|Março de 2016|PEDIDO Nº: 175103-RL/2016 - R$ 10.011,33
2|Raquel Lyra|Março de 2016|COMPLEMENTO Nº: 391984-RL/2016 - R$ 1.707,90
3|Raquel Lyra|Março de 2016|COMPLEMENTO Nº: 101684-RL/2016 - R$ 1.851,80
1|Raquel Lyra|Abril de 2016|PEDIDO Nº: 773888-RL/2016 - R$ 10.692,26
2|Raquel Lyra|Abril de 2016|COMPLEMENTO Nº: 352929-RL/2016 - R$ 151,80
1|Raquel Lyra|Maio de 2016|PEDIDO Nº: 625178-RL/2016 - R$ 10.931,09
2|Raquel Lyra|Maio de 2016|COMPLEMENTO Nº: 524607-RL/2016 - R$ 151,80
3|Raquel Lyra|Maio de 2016|COMPLEMENTO Nº: 836081-RL/2016 - R$ 474,51
1|Raquel Lyra|Junho de 2016|PEDIDO Nº: 043146-RL/2016 - R$ 10.443,53
2|Raquel Lyra|Junho de 2016|COMPLEMENTO Nº: 525366-RL/2016 - R$ 151,80
3|Raquel Lyra|Junho de 2016|COMPLEMENTO Nº: 844069-RL/2016 - R$ 1.183,07
4|Raquel Lyra|Junho de 2016|COMPLEMENTO Nº: 233964-RL/2016 - R$ 1.821,00
1|Raquel Lyra|Julho de 2016|PEDIDO Nº: 648958-RL/2016 - R$ 4.917,11
2|Raquel Lyra|Julho de 2016|COMPLEMENTO Nº: 158664-RL/2016 - R$ 5.400,00
3|Raquel Lyra|Julho de 2016|COMPLEMENTO Nº: 353029-RL/2016 - R$ 151,80
1|Raquel Lyra|Agosto de 2016|PEDIDO Nº: 058815-RL/2016 - R$ 8.237,39
2|Raquel Lyra|Agosto de 2016|COMPLEMENTO Nº: 184432-RL/2016 - R$ 2.200,00
1|Raquel Lyra|Setembro de 2016|PEDIDO Nº: 183737-RL/2016 - R$ 849,20
1|Raquel Lyra|Outubro de 2016|PEDIDO Nº: 100259-RL/2016 - R$ 2.948,20
1|Raquel Lyra|Novembro de 2016|PEDIDO Nº: 078802-RL/2016 - R$ 13.529,07
1|Raquel Lyra|Dezembro de 2016|PEDIDO Nº: 079894-RL/2016 - R$ 67,05
2|Raquel Lyra|Dezembro de 2016|COMPLEMENTO Nº: 510872-RL/2017 - R$ 10.604,23
1|Ricardo Costa|Fevereiro de 2015|PEDIDO Nº: 523045-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Março de 2015|PEDIDO Nº: 493216-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Abril de 2015|PEDIDO Nº: 368644-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Maio de 2015|PEDIDO Nº: 943355-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Junho de 2015|PEDIDO Nº: 381411-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Julho de 2015|PEDIDO Nº: 781664-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Agosto de 2015|PEDIDO Nº: 869050-RC/2015 - R$ 15.398,74
2|Ricardo Costa|Agosto de 2015|COMPLEMENTO Nº: 893422-RC/2015 - R$ 51,26
1|Ricardo Costa|Setembro de 2015|PEDIDO Nº: 287288-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Outubro de 2015|PEDIDO Nº: 711170-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Novembro de 2015|PEDIDO Nº: 652840-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Dezembro de 2015|PEDIDO Nº: 979408-RC/2015 - R$ 15.450,00
1|Ricardo Costa|Janeiro de 2016|PEDIDO Nº: 303878-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Fevereiro de 2016|PEDIDO Nº: 735643-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Março de 2016|PEDIDO Nº: 327096-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Abril de 2016|PEDIDO Nº: 257168-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Maio de 2016|PEDIDO Nº: 851657-RC/2016 - R$ 15.214,45
2|Ricardo Costa|Maio de 2016|COMPLEMENTO Nº: 274104-RC/2016 - R$ 235,55
1|Ricardo Costa|Junho de 2016|PEDIDO Nº: 271919-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Julho de 2016|PEDIDO Nº: 103252-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Agosto de 2016|PEDIDO Nº: 616244-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Setembro de 2016|PEDIDO Nº: 571530-RC/2016 - R$ 13.628,44
2|Ricardo Costa|Setembro de 2016|COMPLEMENTO Nº: 062944-RC/2016 - R$ 1.821,56
1|Ricardo Costa|Outubro de 2016|PEDIDO Nº: 060128-RC/2016 - R$ 10.137,00
2|Ricardo Costa|Outubro de 2016|COMPLEMENTO Nº: 557295-RC/2016 - R$ 5.313,00
1|Ricardo Costa|Novembro de 2016|PEDIDO Nº: 991650-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Dezembro de 2016|PEDIDO Nº: 986351-RC/2016 - R$ 15.450,00
1|Ricardo Costa|Janeiro de 2017|PEDIDO Nº: 412406-RC/2017 - R$ 15.450,00
1|Ricardo Costa|Fevereiro de 2017|PEDIDO Nº: 843811-RC/2017 - R$ 15.450,00
1|Ricardo Costa|Março de 2017|PEDIDO Nº: 665283-RC/2017 - R$ 15.450,00
1|Ricardo Costa|Abril de 2017|PEDIDO Nº: 240913-RC/2017 - R$ 15.450,00
1|Ricardo Costa|Maio de 2017|PEDIDO Nº: 601066-RC/2017 - R$ 15.450,00
1|Ricardo Costa|Junho de 2017|PEDIDO Nº: 527328-RC/2017 - R$ 15.450,00
1|Ricardo Costa|Julho de 2017|PEDIDO Nº: 024628-RC/2017 - R$ 10.042,50
2|Ricardo Costa|Julho de 2017|COMPLEMENTO Nº: 272170-RC/2017 - R$ 5.407,50
1|Ricardo Costa|Agosto de 2017|PEDIDO Nº: 882458-RC/2017 - R$ 10.042,50
2|Ricardo Costa|Agosto de 2017|COMPLEMENTO Nº: 308297-RC/2017 - R$ 5.407,50
1|Ricardo Costa|Setembro de 2017|PEDIDO Nº: 400278-RC/2017 - R$ 10.725,55
2|Ricardo Costa|Setembro de 2017|COMPLEMENTO Nº: 881288-RC/2017 - R$ 4.724,45
1|Ricardo Costa|Outubro de 2017|PEDIDO Nº: 976294-RC/2017 - R$ 11.171,19
2|Ricardo Costa|Outubro de 2017|COMPLEMENTO Nº: 212745-RC/2017 - R$ 4.278,81
1|Ricardo Costa|Novembro de 2017|PEDIDO Nº: 348618-RC/2017 - R$ 13.460,21
2|Ricardo Costa|Novembro de 2017|COMPLEMENTO Nº: 810269-RC/2017 - R$ 1.989,79
1|Ricardo Costa|Dezembro de 2017|PEDIDO Nº: 432592-RC/2017 - R$ 13.444,14
1|Ricardo Costa|Janeiro de 2018|PEDIDO Nº: 736647-RC/2018 - R$ 13.453,21
2|Ricardo Costa|Janeiro de 2018|COMPLEMENTO Nº: 631460-RC/2018 - R$ 1.966,79
1|Ricardo Costa|Fevereiro de 2018|PEDIDO Nº: 238042-RC/2018 - R$ 13.366,10
2|Ricardo Costa|Fevereiro de 2018|COMPLEMENTO Nº: 050319-RC/2018 - R$ 2.083,90
1|Ricardo Costa|Março de 2018|PEDIDO Nº: 671108-RC/2018 - R$ 13.471,10
2|Ricardo Costa|Março de 2018|COMPLEMENTO Nº: 914996-RC/2018 - R$ 1.978,90
1|Ricardo Costa|Abril de 2018|PEDIDO Nº: 13 - R$ 13.575,16
1|Ricardo Costa|Maio de 2018|PEDIDO Nº: 51 - R$ 13.490,45
2|Ricardo Costa|Maio de 2018|COMPLEMENTO Nº: 68 - R$ 1.959,55
1|Ricardo Costa|Junho de 2018|PEDIDO Nº: 106 - R$ 10.042,50
2|Ricardo Costa|Junho de 2018|COMPLEMENTO Nº: 164 - R$ 5.407,50
1|Ricardo Costa|Julho de 2018|PEDIDO Nº: 188 - R$ 11.984,14
2|Ricardo Costa|Julho de 2018|COMPLEMENTO Nº: 247 - R$ 5.245,28
1|Ricardo Costa|Agosto de 2018|PEDIDO Nº: 245 - R$ 13.145,95
2|Ricardo Costa|Agosto de 2018|COMPLEMENTO Nº: 318 - R$ 1.856,08
1|Ricardo Costa|Setembro de 2018|PEDIDO Nº: 327 - R$ 13.639,45
2|Ricardo Costa|Setembro de 2018|COMPLEMENTO Nº: 373 - R$ 1.810,55
1|Ricardo Costa|Outubro de 2018|PEDIDO Nº: 374 - R$ 13.559,99
2|Ricardo Costa|Outubro de 2018|COMPLEMENTO Nº: 476 - R$ 1.890,01
1|Roberta Arraes|Janeiro de 2017|PEDIDO Nº: 293347-RA/2017 - R$ 118,21
2|Roberta Arraes|Janeiro de 2017|COMPLEMENTO Nº: 774030-RA/2017 - R$ 4.368,00
3|Roberta Arraes|Janeiro de 2017|COMPLEMENTO Nº: 407444-RA/2017 - R$ 5.319,00
1|Roberta Arraes|Fevereiro de 2017|PEDIDO Nº: 246562-RA/2017 - R$ 5.319,00
2|Roberta Arraes|Fevereiro de 2017|COMPLEMENTO Nº: 775811-RA/2017 - R$ 4.368,00
1|Roberta Arraes|Março de 2017|PEDIDO Nº: 744867-RA/2017 - R$ 5.499,00
2|Roberta Arraes|Março de 2017|COMPLEMENTO Nº: 776098-RA/2017 - R$ 4.950,00
1|Roberta Arraes|Abril de 2017|PEDIDO Nº: 598969-RA/2017 - R$ 5.319,00
2|Roberta Arraes|Abril de 2017|COMPLEMENTO Nº: 245121-RA/2017 - R$ 4.950,00
1|Roberta Arraes|Maio de 2017|PEDIDO Nº: 185977-RA/2017 - R$ 4.950,00
2|Roberta Arraes|Maio de 2017|COMPLEMENTO Nº: 328738-RA/2017 - R$ 5.319,00
1|Roberta Arraes|Junho de 2017|PEDIDO Nº: 465203-RA/2017 - R$ 4.950,00
2|Roberta Arraes|Junho de 2017|COMPLEMENTO Nº: 236224-RA/2017 - R$ 4.970,00
3|Roberta Arraes|Junho de 2017|COMPLEMENTO Nº: 135347-RA/2017 - R$ 5.268,20
1|Roberta Arraes|Julho de 2017|PEDIDO Nº: 586470-RA/2017 - R$ 4.950,00
2|Roberta Arraes|Julho de 2017|COMPLEMENTO Nº: 823658-RA/2017 - R$ 5.268,20
3|Roberta Arraes|Julho de 2017|COMPLEMENTO Nº: 242222-RA/2017 - R$ 4.970,00
1|Roberta Arraes|Agosto de 2017|PEDIDO Nº: 469958-RA/2017 - R$ 4.950,00
2|Roberta Arraes|Agosto de 2017|COMPLEMENTO Nº: 938624-RA/2017 - R$ 5.268,20
3|Roberta Arraes|Agosto de 2017|COMPLEMENTO Nº: 244426-RA/2017 - R$ 4.970,00
1|Roberta Arraes|Setembro de 2017|PEDIDO Nº: 494292-RA/2017 - R$ 4.950,00
2|Roberta Arraes|Setembro de 2017|COMPLEMENTO Nº: 033255-RA/2017 - R$ 5.268,20
3|Roberta Arraes|Setembro de 2017|COMPLEMENTO Nº: 246910-RA/2017 - R$ 4.970,00
1|Roberta Arraes|Outubro de 2017|PEDIDO Nº: 010569-RA/2017 - R$ 10.218,20
2|Roberta Arraes|Outubro de 2017|COMPLEMENTO Nº: 247356-RA/2017 - R$ 4.970,00
1|Roberta Arraes|Novembro de 2017|PEDIDO Nº: 267198-RA/2017 - R$ 15.188,20
1|Roberta Arraes|Dezembro de 2017|PEDIDO Nº: 168865-RA/2017 - R$ 45,00
2|Roberta Arraes|Dezembro de 2017|COMPLEMENTO Nº: 652882-RA/2018 - R$ 15.188,20
1|Roberta Arraes|Janeiro de 2018|PEDIDO Nº: 169719-RA/2018 - R$ 15.188,20
1|Roberta Arraes|Fevereiro de 2018|PEDIDO Nº: 758523-RA/2018 - R$ 4.970,00
2|Roberta Arraes|Fevereiro de 2018|COMPLEMENTO Nº: 128489-RA/2018 - R$ 5.268,20
3|Roberta Arraes|Fevereiro de 2018|COMPLEMENTO Nº: 517820-RA/2018 - R$ 4.950,00
1|Roberta Arraes|Março de 2018|PEDIDO Nº: 135248-RA/2018 - R$ 4.950,00
2|Roberta Arraes|Março de 2018|COMPLEMENTO Nº: 545631-RA/2018 - R$ 10.238,20
1|Roberta Arraes|Abril de 2018|PEDIDO Nº: 39 - R$ 11.875,20
1|Roberta Arraes|Maio de 2018|PEDIDO Nº: 128 - R$ 10.218,20
1|Roberta Arraes|Junho de 2018|PEDIDO Nº: 172 - R$ 10.218,20
1|Roberta Arraes|Julho de 2018|PEDIDO Nº: 238 - R$ 10.218,20
1|Roberta Arraes|Agosto de 2018|PEDIDO Nº: 310 - R$ 5.268,20
1|Roberta Arraes|Setembro de 2018|PEDIDO Nº: 368 - R$ 10,00
2|Roberta Arraes|Setembro de 2018|COMPLEMENTO Nº: 424 - R$ 5.268,20
1|Roberta Arraes|Outubro de 2018|PEDIDO Nº: 478 - R$ 5.268,20
1|Rodrigo Novaes|Janeiro de 2015|PEDIDO Nº: 808263-RN/2015 - R$ 7.441,60
2|Rodrigo Novaes|Janeiro de 2015|COMPLEMENTO Nº: 793343-RN/2015 - R$ 8.008,40
1|Rodrigo Novaes|Fevereiro de 2015|PEDIDO Nº: 499272-RN/2015 - R$ 1.155,00
2|Rodrigo Novaes|Fevereiro de 2015|COMPLEMENTO Nº: 793033-RN/2015 - R$ 13.013,60
3|Rodrigo Novaes|Fevereiro de 2015|COMPLEMENTO Nº: 884408-RN/2015 - R$ 1.166,61
1|Rodrigo Novaes|Março de 2015|PEDIDO Nº: 499505-RN/2015 - R$ 12.917,60
2|Rodrigo Novaes|Março de 2015|COMPLEMENTO Nº: 884627-RN/2015 - R$ 2.530,53
1|Rodrigo Novaes|Abril de 2015|PEDIDO Nº: 796202-RN/2015 - R$ 10.767,60
2|Rodrigo Novaes|Abril de 2015|COMPLEMENTO Nº: 031819-RN/2015 - R$ 4.379,49
1|Rodrigo Novaes|Maio de 2015|PEDIDO Nº: 195879-RN/2015 - R$ 5.367,60
2|Rodrigo Novaes|Maio de 2015|COMPLEMENTO Nº: 173649-RN/2015 - R$ 4.670,00
3|Rodrigo Novaes|Maio de 2015|COMPLEMENTO Nº: 595340-RN/2015 - R$ 5.400,09
1|Rodrigo Novaes|Junho de 2015|PEDIDO Nº: 331827-RN/2015 - R$ 10.767,60
2|Rodrigo Novaes|Junho de 2015|COMPLEMENTO Nº: 173814-RN/2015 - R$ 4.565,00
1|Rodrigo Novaes|Julho de 2015|PEDIDO Nº: 470265-RN/2015 - R$ 5.367,60
2|Rodrigo Novaes|Julho de 2015|COMPLEMENTO Nº: 174002-RN/2015 - R$ 4.682,31
3|Rodrigo Novaes|Julho de 2015|COMPLEMENTO Nº: 210582-RN/2015 - R$ 5.400,09
1|Rodrigo Novaes|Agosto de 2015|PEDIDO Nº: 594870-RN/2015 - R$ 5.367,60
2|Rodrigo Novaes|Agosto de 2015|COMPLEMENTO Nº: 549194-RN/2015 - R$ 10.082,40
1|Rodrigo Novaes|Setembro de 2015|PEDIDO Nº: 594944-RN/2015 - R$ 5.367,60
2|Rodrigo Novaes|Setembro de 2015|COMPLEMENTO Nº: 852107-RN/2015 - R$ 5.400,09
3|Rodrigo Novaes|Setembro de 2015|COMPLEMENTO Nº: 174171-RN/2015 - R$ 4.588,00
1|Rodrigo Novaes|Outubro de 2015|PEDIDO Nº: 853873-RN/2015 - R$ 5.367,60
2|Rodrigo Novaes|Outubro de 2015|COMPLEMENTO Nº: 032485-RN/2015 - R$ 9.979,55
1|Rodrigo Novaes|Novembro de 2015|PEDIDO Nº: 855272-RN/2015 - R$ 5.400,09
2|Rodrigo Novaes|Novembro de 2015|COMPLEMENTO Nº: 123545-RN/2015 - R$ 10.005,60
1|Rodrigo Novaes|Dezembro de 2015|PEDIDO Nº: 186686-RN/2015 - R$ 1.122,00
2|Rodrigo Novaes|Dezembro de 2015|COMPLEMENTO Nº: 596474-RN/2016 - R$ 11.767,69
1|Rodrigo Novaes|Janeiro de 2016|PEDIDO Nº: 152440-RN/2016 - R$ 5.367,60
2|Rodrigo Novaes|Janeiro de 2016|COMPLEMENTO Nº: 581244-RN/2016 - R$ 4.368,00
3|Rodrigo Novaes|Janeiro de 2016|COMPLEMENTO Nº: 843466-RN/2016 - R$ 5.400,09
4|Rodrigo Novaes|Janeiro de 2016|COMPLEMENTO Nº: 980058-RN/2016 - R$ 314,31
1|Rodrigo Novaes|Fevereiro de 2016|PEDIDO Nº: 152520-RN/2016 - R$ 5.367,60
2|Rodrigo Novaes|Fevereiro de 2016|COMPLEMENTO Nº: 670102-RN/2016 - R$ 10.082,40
1|Rodrigo Novaes|Março de 2016|PEDIDO Nº: 504462-RN/2016 - R$ 5.367,60
2|Rodrigo Novaes|Março de 2016|COMPLEMENTO Nº: 980242-RN/2016 - R$ 212,40
3|Rodrigo Novaes|Março de 2016|COMPLEMENTO Nº: 670234-RN/2016 - R$ 1.580,00
4|Rodrigo Novaes|Março de 2016|COMPLEMENTO Nº: 192428-RN/2016 - R$ 8.290,00
1|Rodrigo Novaes|Abril de 2016|PEDIDO Nº: 843549-RN/2016 - R$ 5.367,60
2|Rodrigo Novaes|Abril de 2016|COMPLEMENTO Nº: 192641-RN/2016 - R$ 2.045,00
3|Rodrigo Novaes|Abril de 2016|COMPLEMENTO Nº: 980321-RN/2016 - R$ 839,90
4|Rodrigo Novaes|Abril de 2016|COMPLEMENTO Nº: 670287-RN/2016 - R$ 7.197,50
1|Rodrigo Novaes|Maio de 2016|PEDIDO Nº: 438218-RN/2016 - R$ 5.010,00
2|Rodrigo Novaes|Maio de 2016|COMPLEMENTO Nº: 980376-RN/2016 - R$ 3.822,40
3|Rodrigo Novaes|Maio de 2016|COMPLEMENTO Nº: 378967-RN/2016 - R$ 5.367,60
4|Rodrigo Novaes|Maio de 2016|COMPLEMENTO Nº: 192740-RN/2016 - R$ 1.250,00
1|Rodrigo Novaes|Junho de 2016|PEDIDO Nº: 311149-RN/2016 - R$ 5.010,00
2|Rodrigo Novaes|Junho de 2016|COMPLEMENTO Nº: 393365-RN/2016 - R$ 5.367,60
3|Rodrigo Novaes|Junho de 2016|COMPLEMENTO Nº: 980723-RN/2016 - R$ 5.050,00
1|Rodrigo Novaes|Julho de 2016|PEDIDO Nº: 192217-RN/2016 - R$ 5.010,00
2|Rodrigo Novaes|Julho de 2016|COMPLEMENTO Nº: 980561-RN/2016 - R$ 5.072,40
3|Rodrigo Novaes|Julho de 2016|COMPLEMENTO Nº: 883768-RN/2016 - R$ 5.367,60
1|Rodrigo Novaes|Agosto de 2016|PEDIDO Nº: 388305-RN/2016 - R$ 5.010,00
2|Rodrigo Novaes|Agosto de 2016|COMPLEMENTO Nº: 883870-RN/2016 - R$ 5.367,60
3|Rodrigo Novaes|Agosto de 2016|COMPLEMENTO Nº: 980824-RN/2016 - R$ 5.072,40
1|Rodrigo Novaes|Setembro de 2016|PEDIDO Nº: 928926-RN/2016 - R$ 5.367,60
2|Rodrigo Novaes|Setembro de 2016|COMPLEMENTO Nº: 174103-RN/2016 - R$ 5.010,00
3|Rodrigo Novaes|Setembro de 2016|COMPLEMENTO Nº: 341979-RN/2016 - R$ 4.788,90
1|Rodrigo Novaes|Outubro de 2016|PEDIDO Nº: 928511-RN/2016 - R$ 10.377,60
2|Rodrigo Novaes|Outubro de 2016|COMPLEMENTO Nº: 341830-RN/2016 - R$ 5.000,00
1|Rodrigo Novaes|Novembro de 2016|PEDIDO Nº: 984361-RN/2016 - R$ 1.260,00
2|Rodrigo Novaes|Novembro de 2016|COMPLEMENTO Nº: 433544-RN/2016 - R$ 14.190,00
1|Rodrigo Novaes|Dezembro de 2016|PEDIDO Nº: 495100-RN/2016 - R$ 19,50
2|Rodrigo Novaes|Dezembro de 2016|COMPLEMENTO Nº: 419438-RN/2017 - R$ 15.430,50
1|Rodrigo Novaes|Janeiro de 2017|PEDIDO Nº: 332435-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Janeiro de 2017|COMPLEMENTO Nº: 681995-RN/2017 - R$ 5.407,50
3|Rodrigo Novaes|Janeiro de 2017|COMPLEMENTO Nº: 160968-RN/2017 - R$ 4.000,00
1|Rodrigo Novaes|Fevereiro de 2017|PEDIDO Nº: 827527-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Fevereiro de 2017|COMPLEMENTO Nº: 160791-RN/2017 - R$ 4.000,00
3|Rodrigo Novaes|Fevereiro de 2017|COMPLEMENTO Nº: 682203-RN/2017 - R$ 6.082,40
1|Rodrigo Novaes|Março de 2017|PEDIDO Nº: 614495-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Março de 2017|COMPLEMENTO Nº: 682465-RN/2017 - R$ 6.082,40
3|Rodrigo Novaes|Março de 2017|COMPLEMENTO Nº: 305853-RN/2017 - R$ 4.000,00
1|Rodrigo Novaes|Abril de 2017|PEDIDO Nº: 614624-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Abril de 2017|COMPLEMENTO Nº: 682700-RN/2017 - R$ 4.319,00
3|Rodrigo Novaes|Abril de 2017|COMPLEMENTO Nº: 145727-RN/2017 - R$ 4.000,00
1|Rodrigo Novaes|Maio de 2017|PEDIDO Nº: 305563-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Maio de 2017|COMPLEMENTO Nº: 684897-RN/2017 - R$ 5.307,20
3|Rodrigo Novaes|Maio de 2017|COMPLEMENTO Nº: 462631-RN/2017 - R$ 4.000,00
1|Rodrigo Novaes|Junho de 2017|PEDIDO Nº: 146332-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Junho de 2017|COMPLEMENTO Nº: 124452-RN/2017 - R$ 4.000,00
3|Rodrigo Novaes|Junho de 2017|COMPLEMENTO Nº: 685456-RN/2017 - R$ 5.407,50
1|Rodrigo Novaes|Julho de 2017|PEDIDO Nº: 183061-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Julho de 2017|COMPLEMENTO Nº: 526565-RN/2017 - R$ 4.000,00
3|Rodrigo Novaes|Julho de 2017|COMPLEMENTO Nº: 686465-RN/2017 - R$ 5.916,25
1|Rodrigo Novaes|Agosto de 2017|PEDIDO Nº: 183197-RN/2017 - R$ 5.367,60
2|Rodrigo Novaes|Agosto de 2017|COMPLEMENTO Nº: 689555-RN/2017 - R$ 5.916,25
3|Rodrigo Novaes|Agosto de 2017|COMPLEMENTO Nº: 526811-RN/2017 - R$ 4.000,00
1|Rodrigo Novaes|Setembro de 2017|PEDIDO Nº: 233999-RN/2017 - R$ 4.000,00
2|Rodrigo Novaes|Setembro de 2017|COMPLEMENTO Nº: 689774-RN/2017 - R$ 10.939,50
1|Rodrigo Novaes|Outubro de 2017|PEDIDO Nº: 102162-RN/2017 - R$ 4.000,00
2|Rodrigo Novaes|Outubro de 2017|COMPLEMENTO Nº: 716827-RN/2017 - R$ 10.009,68
1|Rodrigo Novaes|Novembro de 2017|PEDIDO Nº: 460619-RN/2017 - R$ 2.400,00
2|Rodrigo Novaes|Novembro de 2017|COMPLEMENTO Nº: 780209-RN/2017 - R$ 12.300,93
1|Rodrigo Novaes|Dezembro de 2017|PEDIDO Nº: 754514-RN/2017 - R$ 19,90
1|Rodrigo Novaes|Janeiro de 2018|PEDIDO Nº: 594925-RN/2018 - R$ 9.367,60
2|Rodrigo Novaes|Janeiro de 2018|COMPLEMENTO Nº: 486230-RN/2018 - R$ 5.307,96
1|Rodrigo Novaes|Fevereiro de 2018|PEDIDO Nº: 595157-RN/2018 - R$ 9.367,60
2|Rodrigo Novaes|Fevereiro de 2018|COMPLEMENTO Nº: 485973-RN/2018 - R$ 4.423,30
1|Rodrigo Novaes|Março de 2018|PEDIDO Nº: 211047-RN/2018 - R$ 5.367,60
2|Rodrigo Novaes|Março de 2018|COMPLEMENTO Nº: 531792-RN/2018 - R$ 4.000,00
3|Rodrigo Novaes|Março de 2018|COMPLEMENTO Nº: 485600-RN/2018 - R$ 5.307,96
1|Rodrigo Novaes|Abril de 2018|PEDIDO Nº: 99 - R$ 5.367,60
2|Rodrigo Novaes|Abril de 2018|COMPLEMENTO Nº: 122 - R$ 4.000,00
3|Rodrigo Novaes|Abril de 2018|COMPLEMENTO Nº: 257 - R$ 5.367,60
4|Rodrigo Novaes|Abril de 2018|COMPLEMENTO Nº: 277 - R$ 700,00
1|Rodrigo Novaes|Maio de 2018|PEDIDO Nº: 101 - R$ 5.367,60
2|Rodrigo Novaes|Maio de 2018|COMPLEMENTO Nº: 134 - R$ 5.367,60
3|Rodrigo Novaes|Maio de 2018|COMPLEMENTO Nº: 269 - R$ 2.530,00
4|Rodrigo Novaes|Maio de 2018|COMPLEMENTO Nº: 313 - R$ 894,60
