Index Verbas|Parlamentar|Período|Tipo Despesa|Data|CNPJ|Empresa|Valor
3|Rodrigo Novaes|Novembro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 4.000,00|30/11/2017|02225862/0001-48|INOVA AÇÃO E RHESULTADO CONSULTORIA LTDA ME|4.000,00
4|Rodrigo Novaes|Novembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.933,33|11/12/2017|21245718/0001-18|O REI DO RETOQUE SERV. E AUTO PEÇAS EIRELI-ME|1.000,00
5|Rodrigo Novaes|Novembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 2.933,33|25/11/2017|01537271/0001-43|TOYOLEX VEÍCULOS SA|1.933,33
1|Rodrigo Novaes|Dezembro de 2017|V - Material de Expediente - R$ 19,90|11/12/2017|02.346.014/0001-97|MFS LIVRARIA PAPELARIA LTDA|19,90
1|Rodrigo Novaes|Janeiro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|31/01/2018|13.509.440/0001-10|MORAIS & CARNEIRO LEAO ADVOGADOS ASSOCIADOS|5.367,60
2|Rodrigo Novaes|Janeiro de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 4.000,00|30/01/2018|02.225.862/0001-48|INOVA AÇÃO E RHESULTADO CONSULTORIA LTDA|4.000,00
3|Rodrigo Novaes|Janeiro de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.307,96|29/08/2018|00.000.000/0000-00|(Nota cancelada)|0,00
4|Rodrigo Novaes|Janeiro de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.307,96|19/09/2018|08108612/0001-04|IMPRIMA SOLUÇÕES GRÁFICAS LTDA - EPP|5.307,96
1|Rodrigo Novaes|Fevereiro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|28/02/2018|13.509.440/0001-10|MORAIS & CARNEIRO LEAO ADVOGADOS ASSOCIADOS|5.367,60
2|Rodrigo Novaes|Fevereiro de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 4.000,00|28/02/2018|02.225.862/0001-48|INOVA AÇÃO E RHESULTADO CONSULTORIA LTDA|4.000,00
3|Rodrigo Novaes|Fevereiro de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 4.423,30|29/08/2018|00.000.000/0000-00|(Nota cancelada)|0,00
4|Rodrigo Novaes|Fevereiro de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 4.423,30|19/09/2018|08108612/0001-04|IMPRIMA SOLUÇÕES GRÁFICAS LTDA - EPP|4.423,30
1|Rodrigo Novaes|Março de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|31/03/2018|13.509.440/0001-10|MORAIS & CARNEIRO LEAO ADVOGADOS ASSOCIADOS|5.367,60
2|Rodrigo Novaes|Março de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 4.000,00|05/06/2018|02225862/0001-48|INOVA AÇÃO E RHESULTADO CONSULTORIA LTDA|4.000,00
3|Rodrigo Novaes|Março de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.307,96|29/08/2018|00.000.000/0000-00|(Nota cancelada)|0,00
4|Rodrigo Novaes|Março de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.307,96|19/09/2018|08108612/0001-04|IMPRIMA SOLUÇÕES GRÁFICAS LTDA - EPP|5.307,96
1|Rodrigo Novaes|Abril de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/04/2018|13509440000110|MORAIS & CARNEIRO LEÃO ADVOGADOS ASSOCIADOS|5.367,60
2|Rodrigo Novaes|Abril de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 4.000,00|05/06/2018|02225862000148|inova ação e rhesultado consultoria ltda|4.000,00
3|Rodrigo Novaes|Abril de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.367,60|10/08/2018|24084386000125|grafica e editora liceu ltda epp|5.367,60
4|Rodrigo Novaes|Abril de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 700,00|09/04/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|700,00
1|Rodrigo Novaes|Maio de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|31/05/2018|13509440000110|MORAIS E CARNEIRO LEÃO - MCL ADVOGADOS ASSOCIADOS|5.367,60
2|Rodrigo Novaes|Maio de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.367,60|30/05/2018|30284507000185|ARTHUR H.BORBA DA CUNHA|5.367,60
3|Rodrigo Novaes|Maio de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.530,00|05/05/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|320,00
4|Rodrigo Novaes|Maio de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.530,00|07/05/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|560,00
5|Rodrigo Novaes|Maio de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.530,00|11/05/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|140,00
6|Rodrigo Novaes|Maio de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.530,00|20/05/2018|02783295000145|SALGUEIRO PLAZA HOTEL LTDA|810,00
7|Rodrigo Novaes|Maio de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.530,00|27/05/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|700,00
8|Rodrigo Novaes|Maio de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 894,60|19/09/2018|08108612000104|IMPRIMA SOLUÇÕES GRÁFICAS LTDA - EPP|894,60
1|Rodrigo Novaes|Junho de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.367,60|30/06/2018|30284507000185|ARTHUR H.BORBA DA CUNHA|5.367,60
2|Rodrigo Novaes|Junho de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/06/2018|13509440000110|moraes & carneiro leao advogados associados|5.367,60
3|Rodrigo Novaes|Junho de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.260,00|15/06/2018|02783295000145|SALGUEIRO PLAZA HOTEL LTDA|1.400,00
4|Rodrigo Novaes|Junho de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.260,00|16/06/2018|10748528000105|POUSADA IMPERIO DA SERRA LTDA ME|360,00
5|Rodrigo Novaes|Junho de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.260,00|29/06/2018|10748528000105|POUSADA IMPERIO DA SERRA LTDA ME|500,00
6|Rodrigo Novaes|Junho de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 1.312,08|19/09/2018|08108612000104|IMPRIMA SOLUÇÕES GRÁFICAS LTDA - EPP|715,68
7|Rodrigo Novaes|Junho de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 1.312,08|19/09/2018|08108612000104|IMPRIMA SOLUÇÕES GRÁFICAS LTDA - EPP|596,40
8|Rodrigo Novaes|Junho de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 500,00|13/06/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|500,00
9|Rodrigo Novaes|Junho de 2018|VIII - Peças, Acessórios e Serviços para Veículos - R$ 502,35|27/06/2018|01016052000119|BIG CAR LTDA|502,35
1|Rodrigo Novaes|Julho de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.367,60|31/07/2018|30284507000185|ARTHUR BORBA DA CUNHA|5.367,60
2|Rodrigo Novaes|Julho de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 600,00|01/07/2018|02783295000145|SALGUEIRO PLAZA HOTEL|600,00
3|Rodrigo Novaes|Julho de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|31/07/2018|11620053000121|VIANA, FRAZÃO E OLIVEIRA ADVOGADOS ASSOCIADOS|5.367,60
4|Rodrigo Novaes|Julho de 2018|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 4.114,80|19/09/2018|08108612000104|IMPRIMA SOLUÇÕES GRÁFICAS LTDA - EPP|4.114,80
1|Rodrigo Novaes|Agosto de 2018|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.787,20|10/08/2018|01537271000658|TOYOLEX VEÍCULOS LTDA|3.603,25
2|Rodrigo Novaes|Agosto de 2018|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.787,20|10/08/2018|01537271000658|TOYOLEX VEÍCULOS LTDA|183,95
3|Rodrigo Novaes|Agosto de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|31/08/2018|11620053000121|VIANA FRAZÃO E OLIVEIRA ADVOGADOS ASSOCIADOS|5.367,60
4|Rodrigo Novaes|Agosto de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.367,60|31/08/2018|30284507000185|ARTHUR H.BORBA DA CUNHA|5.367,60
5|Rodrigo Novaes|Agosto de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 927,60|24/08/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|380,00
6|Rodrigo Novaes|Agosto de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 927,60|29/08/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|547,60
1|Rodrigo Novaes|Setembro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.740,00|01/09/2018|02783295000145|SALGUEIRO PLAZA HOTEL  LTDA|800,00
2|Rodrigo Novaes|Setembro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.740,00|02/09/2018|02783295000145|SALGUEIRO PLAZA HOTEL  LTDA|800,00
3|Rodrigo Novaes|Setembro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.740,00|03/09/2018|10748528000105|POUSADA IMPÉRIO DA SERRA LTDA ME|540,00
4|Rodrigo Novaes|Setembro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 2.740,00|11/09/2018|02783295000145|SALGUEIRO PLAZA HOTEL  LTDA|600,00
5|Rodrigo Novaes|Setembro de 2018|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.502,70|13/09/2018|01537271000658|TOYOLEX VEÍCULOS LTDA|3.330,32
6|Rodrigo Novaes|Setembro de 2018|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.502,70|13/09/2018|01537271000658|TOYOLEX VEÍCULOS LTDA|172,38
7|Rodrigo Novaes|Setembro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|01/10/2018|11620053000121|VIANA FRAZÃO E OLIVEIRA ADVOGADOS ASSOCIADOS|5.367,60
8|Rodrigo Novaes|Setembro de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 3.839,70|02/10/2018|30284507000185|ARTHUR H.BORBA DA CUNHA|3.839,70
1|Rogério Leão|Fevereiro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|25/02/2015|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
2|Rogério Leão|Fevereiro de 2015|V - Material de Expediente - R$ 4.600,00|25/02/2015|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA|4.600,00
3|Rogério Leão|Fevereiro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 5.400,00|26/02/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|5.400,00
1|Rogério Leão|Março de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|18/03/2015|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
2|Rogério Leão|Março de 2015|V - Material de Expediente - R$ 2.800,00|19/03/2015|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA.|2.800,00
3|Rogério Leão|Março de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.500,00|18/03/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|3.500,00
4|Rogério Leão|Março de 2015|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 3.750,00|18/03/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|3.750,00
1|Rogério Leão|Abril de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|16/04/2015|04949680/000145|BARRETO SANTOS LTDA|5.400,00
2|Rogério Leão|Abril de 2015|V - Material de Expediente - R$ 3.350,00|22/04/2015|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA.|3.350,00
3|Rogério Leão|Abril de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.500,00|20/04/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|3.500,00
4|Rogério Leão|Abril de 2015|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 3.150,00|23/04/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|3.150,00
1|Rogério Leão|Maio de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|19/05/2015|04.949.680/0001-45|BARRETO SANTOS LTDA.|5.400,00
2|Rogério Leão|Maio de 2015|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 0,00|04/05/2015|00.000.000/0000-00|(Nota cancelada)|0,00
3|Rogério Leão|Maio de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 5.400,00|18/05/2015|00.000.000/0000-00|(Nota cancelada)|0,00
4|Rogério Leão|Maio de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 5.400,00|27/05/2015|10469871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|5.400,00
5|Rogério Leão|Maio de 2015|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 4.650,00|20/05/2015|00.000.000/0000-00|(Nota cancelada)|0,00
6|Rogério Leão|Maio de 2015|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 4.650,00|27/05/2015|10.469.871/001-02|S e SILVA ENTREGAS RAPIDAS LDTA.|4.650,00
1|Rogério Leão|Junho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|17/06/2015|04.949.680/0001-45|BARRETO SANTOS LTDA.|5.400,00
2|Rogério Leão|Junho de 2015|V - Material de Expediente - R$ 4.935,00|30/06/2015|20.353.492/0001-06|SHIRLEIDY OSNY DANTAS PAPELARIA - ME|4.935,00
3|Rogério Leão|Junho de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.980,00|19/06/2015|10.469.871/0001-02|S E SILVA ENTREGAS RAPIDAS LTDA|4.980,00
1|Rogério Leão|Julho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|15/07/2015|04.949.680/0001-45|BARRETO SANTOS LTDA.|5.400,00
2|Rogério Leão|Julho de 2015|V - Material de Expediente - R$ 4.987,00|16/07/2015|20.353.492/0001-06|SHIRLEIDY OSNY DANTAS PAPELARIA - ME|4.987,00
3|Rogério Leão|Julho de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.990,00|20/07/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|4.990,00
1|Rogério Leão|Agosto de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|21/08/2016|00.000.000/0000-00|(Nota cancelada)|0,00
2|Rogério Leão|Agosto de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|21/08/2015|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
3|Rogério Leão|Agosto de 2015|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|05/08/2015|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
4|Rogério Leão|Agosto de 2015|V - Material de Expediente - R$ 2.560,00|20/08/2015|00.000.000/0000-00|(Nota cancelada)|0,00
5|Rogério Leão|Agosto de 2015|V - Material de Expediente - R$ 2.560,00|20/08/2015|20.353.492/0001-06|SHIRLEIDY OSNY DANTAS PAPELARIA - ME|2.560,00
6|Rogério Leão|Agosto de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.990,00|18/08/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|4.990,00
1|Rogério Leão|Setembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|15/09/2015|04.949.680/0001-45|BARRETO SANTOS LTDA.|5.400,00
2|Rogério Leão|Setembro de 2015|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|15/09/2015|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Setembro de 2015|V - Material de Expediente - R$ 2.450,00|17/09/2015|20.353.492/0001-06|SHIRLEIDY OSNY DANTAS PAPELARIA - ME|2.450,00
4|Rogério Leão|Setembro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 5.080,00|18/09/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|5.080,00
1|Rogério Leão|Outubro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|20/10/2015|04.949.680/0001-45|BARRETO SANTOS LTDA.|5.400,00
2|Rogério Leão|Outubro de 2015|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|15/10/2015|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Outubro de 2015|V - Material de Expediente - R$ 2.500,00|27/10/2015|20.353.492/0001-06|SHIRLEIDY OSNY DANTAS PAPELARIA - ME|2.500,00
4|Rogério Leão|Outubro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.992,00|21/10/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|4.992,00
1|Rogério Leão|Novembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|13/11/2015|04.949.680/0001-45|BARRETO SANTOS LDTA|5.400,00
2|Rogério Leão|Novembro de 2015|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|24/11/2015|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Novembro de 2015|V - Material de Expediente - R$ 2.502,05|24/11/2015|20.353.492/0001-06|SHIRLEIDY DANTAS PAPELARIA - ME|2.502,05
4|Rogério Leão|Novembro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.990,00|16/11/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|4.990,00
1|Rogério Leão|Dezembro de 2015|V - Material de Expediente - R$ 4.799,80|02/12/2015|20.353.492/0001-06|SHIRLEIDY OSNY DANTAS PAPELARIA - ME|4.799,80
2|Rogério Leão|Dezembro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.990,00|02/12/2015|10.469.871/0001-02|S E SILVA ENTREGAS RAPIDAS LTDA.|4.990,00
3|Rogério Leão|Dezembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|23/12/2015|04.949.680/0001-45|BARRETO SANTOS LTDA.|5.400,00
1|Rogério Leão|Janeiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|20/01/2016|04.949.680/0001-45|BARRETO SANTOS LTDA.|5.400,00
2|Rogério Leão|Janeiro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|29/01/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Janeiro de 2016|V - Material de Expediente - R$ 2.600,00|26/01/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA|2.600,00
4|Rogério Leão|Janeiro de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.950,00|22/01/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|4.950,00
1|Rogério Leão|Fevereiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|22/02/2016|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
2|Rogério Leão|Fevereiro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|19/02/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Fevereiro de 2016|V - Material de Expediente - R$ 2.585,00|24/02/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA|2.585,00
4|Rogério Leão|Fevereiro de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.965,00|23/02/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|4.965,00
1|Rogério Leão|Março de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|21/03/2016|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
2|Rogério Leão|Março de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|21/03/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Março de 2016|V - Material de Expediente - R$ 4.980,00|22/03/2016|00.000.000/0000-00|(Nota cancelada)|0,00
4|Rogério Leão|Março de 2016|V - Material de Expediente - R$ 4.980,00|31/03/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA|4.980,00
5|Rogério Leão|Março de 2016|V - Material de Expediente - R$ 4.980,00|22/03/2016|00.000.000/0000-00|(Nota cancelada)|0,00
6|Rogério Leão|Março de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 2.568,00|28/03/2016|00.000.000/0000-00|(Nota cancelada)|0,00
7|Rogério Leão|Março de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 2.568,00|28/03/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|2.568,00
1|Rogério Leão|Abril de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|26/04/2016|04.949.680/000-45|BARRETO SANTOS LTDA.|5.400,00
2|Rogério Leão|Abril de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|18/04/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Abril de 2016|V - Material de Expediente - R$ 4.956,00|27/04/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LDTA|4.956,00
4|Rogério Leão|Abril de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 2.540,00|24/04/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|2.540,00
1|Rogério Leão|Maio de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|19/05/2016|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
2|Rogério Leão|Maio de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|18/05/2016|04.355.473/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Maio de 2016|V - Material de Expediente - R$ 2.503,40|23/05/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LDTA|2.503,40
4|Rogério Leão|Maio de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.986,00|18/05/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA.|4.986,00
1|Rogério Leão|Junho de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|21/06/2016|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
2|Rogério Leão|Junho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|28/06/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Junho de 2016|V - Material de Expediente - R$ 2.500,00|29/06/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA|2.500,00
4|Rogério Leão|Junho de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.998,00|21/06/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|4.998,00
1|Rogério Leão|Julho de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|21/07/2016|04.949.680/0001-45|BARRETO SANTOS LTDA-EPP|5.400,00
2|Rogério Leão|Julho de 2016|V - Material de Expediente - R$ 2.500,00|29/07/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA|2.500,00
3|Rogério Leão|Julho de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.994,00|19/07/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|4.994,00
4|Rogério Leão|Julho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|01/08/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
1|Rogério Leão|Agosto de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|19/08/0201|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
2|Rogério Leão|Agosto de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|22/08/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
3|Rogério Leão|Agosto de 2016|V - Material de Expediente - R$ 2.500,00|29/08/2016|14.141.602/0001-73|OFFICE PAPER COMERCIO E SERVIÇOS LTDA|2.500,00
4|Rogério Leão|Agosto de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 4.986,00|18/08/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|4.986,00
1|Rogério Leão|Setembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|20/09/2016|04.949.680/0001-45|BARRETO SANTOS LTDA -EPP|5.400,00
2|Rogério Leão|Setembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|21/09/2016|00.000.000/0000-00|(Nota cancelada)|0,00
3|Rogério Leão|Setembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|30/09/2016|04.355.437/0001-07|FERRAZ & OLIVEIRA ADVOGADOS ASSOCIADOS|2.500,00
4|Rogério Leão|Setembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.500,00|21/09/2016|00.000.000/0000-00|(Nota cancelada)|0,00
